time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-02-14T20:45:46.605Z,52.2037,159.7606,43.169,4.5,mb,75,140,1.064,0.87,us,us7000lz8p,2024-02-14T21:19:38.040Z,"122 km SE of Vilyuchinsk, Russia",earthquake,8.28,7.121,0.066,67,reviewed,us,us
2024-02-14T20:20:16.436Z,-19.6795,-177.5216,564.182,4.5,mb,40,94,2.631,0.68,us,us7000lz8n,2024-02-14T20:47:06.040Z,"284 km NW of Houma, Tonga",earthquake,13.19,7.098,0.104,27,reviewed,us,us
2024-02-14T18:58:37.209Z,-16.6622,172.8697,27.931,5.8,mww,150,27,5.069,0.59,us,us7000lz8a,2024-02-15T19:01:57.799Z,"Vanuatu region",earthquake,8.84,3.256,0.04,60,reviewed,us,us
2024-02-14T16:14:41.030Z,-7.5584,128.2145,161.16,4.5,mb,41,106,3.453,0.91,us,us7000lz7r,2024-02-15T01:19:57.040Z,"171 km NE of Lospalos, Timor Leste",earthquake,8.66,5.898,0.091,35,reviewed,us,us
2024-02-14T13:33:41.343Z,35.6244,0.1455,10,4.6,mb,60,79,4.905,0.55,us,us7000lz5x,2024-02-19T12:25:13.269Z,"25 km N of Mascara, Algeria",earthquake,5.18,1.848,0.074,55,reviewed,us,us
2024-02-14T12:24:44.318Z,11.1356,138.5468,10,4.7,mb,49,55,6.64,0.52,us,us7000lz5n,2024-02-14T12:50:08.040Z,"185 km NNE of Colonia, Micronesia",earthquake,3.04,1.878,0.074,55,reviewed,us,us
2024-02-14T11:40:21.389Z,10.996,138.6099,10,6,mww,108,50,6.637,1.27,us,us7000lz5f,2024-02-15T11:47:19.788Z,"172 km NNE of Colonia, Micronesia",earthquake,8.9,1.846,0.041,57,reviewed,us,us
2024-02-14T07:59:36.697Z,8.4297,126.6365,70.762,4.8,mb,52,126,1.71,0.84,us,us7000lz4c,2024-02-14T11:51:05.707Z,"33 km E of Hinatuan, Philippines",earthquake,9.26,7.088,0.06,86,reviewed,us,us
2024-02-14T07:21:15.018Z,11.8381,125.4811,37.361,5,mb,60,67,11.633,0.75,us,us7000lz43,2024-02-14T08:07:47.866Z,"4 km NE of Sulat, Philippines",earthquake,10.3,6.904,0.061,85,reviewed,us,us
2024-02-14T06:53:58.762Z,31.8385,138.0299,372.061,5.2,mww,110,65,1.973,0.69,us,us7000lz3s,2024-02-14T15:06:42.778Z,"277 km SE of Kushimoto, Japan",earthquake,8.78,6.698,0.098,10,reviewed,us,us
2024-02-14T04:42:29.469Z,-58.3159,-24.9035,21.936,5.4,mb,84,77,7.603,0.52,us,us7000lz2w,2024-02-16T03:51:06.318Z,"South Sandwich Islands region",earthquake,11.16,3.733,0.054,119,reviewed,us,us
2024-02-14T04:30:56.626Z,-58.2815,-25.011,23,5.7,mww,103,33,7.537,0.61,us,us7000lz2v,2024-02-16T03:24:58.525Z,"South Sandwich Islands region",earthquake,9.52,1.76,0.068,21,reviewed,us,us
2024-02-14T04:16:59.155Z,-58.6136,-24.0224,10,4.7,mb,29,99,8.151,0.5,us,us7000lz2s,2024-02-16T02:13:38.040Z,"South Sandwich Islands region",earthquake,7.02,1.941,0.104,28,reviewed,us,us
2024-02-14T01:32:53.328Z,37.1292,136.9243,10,4.8,mb,32,73,1.18,0.65,us,us7000lz26,2024-02-16T00:03:30.693Z,"9 km NNW of Nanao, Japan",earthquake,6.07,1.876,0.083,45,reviewed,us,us
2024-02-14T01:31:41.818Z,-28.8932,-71.4202,28,5.8,mww,129,72,0.642,0.51,us,us7000lz23,2024-02-22T17:04:45.294Z,"73 km WSW of Vallenar, Chile",earthquake,2.5,1.702,0.046,46,reviewed,us,us
2024-02-13T20:51:49.421Z,-3.6441,131.3085,10,4.5,mb,38,102,1.183,0.62,us,us7000lz0m,2024-02-13T21:49:21.040Z,"135 km SW of Fakfak, Indonesia",earthquake,7.21,1.89,0.094,33,reviewed,us,us
2024-02-13T19:13:14.385Z,-4.7765,152.6606,61.607,5.1,mb,98,74,0.764,0.85,us,us7000lyzm,2024-02-13T20:27:56.182Z,"64 km SE of Kokopo, Papua New Guinea",earthquake,8.03,5.684,0.048,143,reviewed,us,us
2024-02-13T17:43:07.045Z,9.1475,126.2605,16.924,4.8,mb,55,125,2.172,0.97,us,us7000lyz7,2024-02-13T20:51:03.080Z,"10 km NE of Tandag, Philippines",earthquake,11.33,4.46,0.063,77,reviewed,us,us
2024-02-13T15:14:16.736Z,-15.3371,-174.0963,79.322,4.6,mb,62,56,2.652,0.67,us,us7000lzp6,2024-02-17T15:27:25.040Z,"75 km NNW of Hihifo, Tonga",earthquake,3.75,7.049,0.076,52,reviewed,us,us
2024-02-13T14:30:02.591Z,-7.3045,-12.6302,14.11,4.9,mb,51,82,1.825,0.52,us,us7000lywv,2024-02-13T15:43:45.040Z,"208 km ENE of Georgetown, Saint Helena",earthquake,6.21,3.86,0.083,49,reviewed,us,us
2024-02-13T09:00:15.054Z,8.7365,126.5987,49.544,4.7,mb,40,106,1.94,1.36,us,us7000lyvk,2024-02-13T11:04:08.040Z,"34 km ESE of Marihatag, Philippines",earthquake,9.7,6.059,0.065,72,reviewed,us,us
2024-02-13T07:31:16.632Z,4.0174,126.4727,50.413,4.5,mb,27,68,3.345,0.94,us,us7000lyv9,2024-02-13T08:13:33.040Z,"189 km SE of Sarangani, Philippines",earthquake,9.98,5.073,0.11,24,reviewed,us,us
2024-02-13T01:22:19.071Z,-3.2875,115.0211,10,4.9,mb,59,80,2.869,0.71,us,us7000lyu5,2024-02-14T11:41:37.148Z,"22 km NE of Martapura, Indonesia",earthquake,11.05,1.865,0.074,58,reviewed,us,us
2024-02-13T00:34:07.547Z,5.0902,125.4103,10.337,5,mb,55,101,1.974,0.54,us,us7000lyu3,2024-02-13T00:49:10.040Z,"35 km S of Sarangani, Philippines",earthquake,7.29,4.413,0.084,45,reviewed,us,us
2024-02-12T23:58:41.950Z,-37.0479,-96.1378,10,4.8,mb,47,117,14.956,0.61,us,us7000lytt,2024-02-13T00:16:36.040Z,"southeast of Easter Island",earthquake,8.42,1.919,0.067,68,reviewed,us,us
2024-02-12T20:54:13.330Z,-56.6649,-25.3624,10,4.6,mb,18,123,6.76,0.71,us,us7000lzn3,2024-02-17T17:06:31.040Z,"South Sandwich Islands region",earthquake,8.08,1.936,0.136,16,reviewed,us,us
2024-02-12T20:45:39.566Z,2.9092,126.5762,66.521,4.5,mb,42,107,2.265,0.49,us,us7000lysf,2024-02-18T14:27:04.040Z,"206 km NW of Tobelo, Indonesia",earthquake,8.17,7.893,0.084,42,reviewed,us,us
2024-02-12T20:29:35.583Z,-6.3871,130.1068,150.389,4.9,mb,64,57,1.863,0.55,us,us7000lysc,2024-02-18T14:03:36.040Z,"Banda Sea",earthquake,8.04,6.503,0.056,102,reviewed,us,us
2024-02-12T19:56:31.774Z,75.1818,111.3171,10,4.8,mb,69,43,6.139,0.75,us,us7000lys4,2024-02-18T14:30:06.040Z,"near the coast of central Siberia, Russia",earthquake,9.13,1.889,0.05,125,reviewed,us,us
2024-02-12T17:57:11.876Z,6.3192,60.4022,10,4.5,mb,49,90,11.975,0.5,us,us7000lyrt,2024-02-17T21:16:28.040Z,"Carlsberg Ridge",earthquake,9.81,1.912,0.08,46,reviewed,us,us
2024-02-12T15:31:21.729Z,9.9766,126.2624,28.125,4.7,mb,81,102,2.966,0.75,us,us7000lypi,2024-02-13T14:57:52.029Z,"21 km NE of Pilar, Philippines",earthquake,9.39,4.388,0.062,80,reviewed,us,us
2024-02-12T11:55:04.131Z,19.0677,119.5133,12.495,4.8,mb,31,112,4.339,0.69,us,us7000lyml,2024-02-12T12:17:46.040Z,"130 km WNW of Davila, Philippines",earthquake,10.53,4.461,0.085,43,reviewed,us,us
2024-02-12T11:19:36.539Z,22.0302,142.7452,249.85,6.1,mww,135,34,7.343,0.98,us,us7000lym6,2024-02-22T17:55:13.000Z,"Volcano Islands, Japan region",earthquake,9.09,4.126,0.044,49,reviewed,us,us
2024-02-12T08:54:04.907Z,35.1935,142.3229,10,4.8,mb,43,91,2.937,0.91,us,us7000lyl1,2024-02-12T09:30:32.040Z,"147 km ESE of Hasaki, Japan",earthquake,4.11,1.843,0.068,68,reviewed,us,us
2024-02-12T08:42:48.620Z,32.7998333,-115.5655,15.76,4.56,mw,69,39,0.0541,0.3,ci,ci40666368,2024-02-15T08:53:02.548Z,"2 km NNW of El Centro, CA",earthquake,0.25,0.39,,6,reviewed,ci,ci
2024-02-12T08:36:25.460Z,32.8135,-115.5735,17.93,4.81,mw,71,39,0.05943,0.34,ci,ci40666288,2024-02-20T06:58:38.092Z,"3 km NNW of El Centro, CA",earthquake,0.3,0.56,,6,reviewed,ci,ci
2024-02-12T06:10:48.023Z,-19.34,169.1096,134.962,5,mww,96,24,3.608,0.89,us,us7000lyjy,2024-02-13T06:29:02.597Z,"28 km NW of Isangel, Vanuatu",earthquake,9.4,2.088,0.078,16,reviewed,us,us
2024-02-12T04:11:09.488Z,5.4673,-32.8512,10,5.4,mww,71,39,18.457,0.55,us,us7000lyjh,2024-02-13T23:53:17.040Z,"central Mid-Atlantic Ridge",earthquake,11.44,1.806,0.071,19,reviewed,us,us
2024-02-12T03:43:10.085Z,5.6177,-32.9079,10,5.2,mww,53,36,11.755,0.61,us,us7000lyjc,2024-02-13T05:59:44.040Z,"central Mid-Atlantic Ridge",earthquake,8.76,1.707,0.061,26,reviewed,us,us
2024-02-12T02:51:37.581Z,-29.7309,-177.0303,10,4.5,mb,22,196,0.906,0.89,us,us7000lyj7,2024-02-13T05:32:38.040Z,"Kermadec Islands, New Zealand",earthquake,5.46,1.989,0.131,17,reviewed,us,us
2024-02-12T02:03:06.429Z,9.7204,126.6889,35,5.3,mww,77,102,2.853,0.68,us,us7000lyiz,2024-02-13T14:48:55.669Z,"63 km E of Union, Philippines",earthquake,3.65,1.869,0.075,17,reviewed,us,us
2024-02-12T00:40:17.540Z,52.1801,-170.7262,60.528,4.8,mwr,92,137,0.863,0.9,us,us7000lyip,2024-02-12T02:54:48.284Z,"152 km SW of Nikolski, Alaska",earthquake,8.52,6.777,0.071,19,reviewed,us,us
2024-02-11T23:44:16.685Z,23.8006,-44.7356,10,4.6,mb,34,142,17.899,0.54,us,us7000lzgj,2024-02-22T00:29:05.040Z,"northern Mid-Atlantic Ridge",earthquake,15.15,1.931,0.109,25,reviewed,us,us
2024-02-11T21:30:10.707Z,13.8579,125.0063,10,4.7,mb,58,103,6.769,0.67,us,us7000lyib,2024-02-11T22:07:14.040Z,"67 km E of Gigmoto, Philippines",earthquake,9.72,0.802,0.062,80,reviewed,us,us
2024-02-11T21:14:43.027Z,-28.2277,-71.3989,31.527,5.4,mww,75,96,0.288,0.84,us,us7000lyi6,2024-02-14T01:55:16.797Z,"73 km WNW of Vallenar, Chile",earthquake,3.85,3.778,0.052,36,reviewed,us,us
2024-02-11T21:04:17.312Z,-10.4158,124.0763,10,4.6,mb,35,45,0.683,0.85,us,us7000lyi5,2024-02-11T21:33:37.040Z,"58 km ESE of Kupang, Indonesia",earthquake,5.07,1.881,0.132,17,reviewed,us,us
2024-02-11T20:48:49.942Z,21.5206,94.0805,72.436,4.9,mb,63,65,0.84,0.77,us,us7000lyi1,2024-02-16T20:01:52.040Z,"102 km NW of Chauk, Myanmar",earthquake,8.61,6.612,0.047,142,reviewed,us,us
2024-02-11T18:38:09.619Z,-8.4513,-75.6995,11.149,4.7,mb,41,120,3.69,0.47,us,us7000lyhk,2024-02-16T19:52:00.040Z,"67 km NW of San Alejandro, Peru",earthquake,9.54,4.291,0.113,24,reviewed,us,us
2024-02-11T18:02:27.933Z,-15.2085,-174.6578,10,4.5,mb,31,108,3.069,0.55,us,us7000lzgg,2024-02-16T18:14:41.040Z,"123 km NW of Hihifo, Tonga",earthquake,14.94,1.89,0.115,22,reviewed,us,us
2024-02-11T13:16:30.389Z,5.7017,126.9028,118.588,4.6,mb,37,127,1.892,0.67,us,us7000lyg2,2024-02-11T13:51:45.040Z,"108 km SE of Pondaguitan, Philippines",earthquake,10.42,7.61,0.065,70,reviewed,us,us
2024-02-11T12:49:12.333Z,-29.5859,-177.6595,55.922,4.8,mb,77,69,0.395,1.01,us,us7000lyfy,2024-02-15T19:28:09.040Z,"Kermadec Islands, New Zealand",earthquake,10.24,3.648,0.072,60,reviewed,us,us
2024-02-11T04:57:13.118Z,41.2877,78.7329,10,4.9,mb,49,71,1.237,0.75,us,us7000lyeh,2024-02-11T05:24:42.833Z,"123 km WNW of Aykol, China",earthquake,6.81,1.888,0.06,87,reviewed,us,us
2024-02-11T03:35:58.875Z,37.4329,137.3215,10.563,4.7,mb,56,89,0.958,1.16,us,us7000lye7,2024-02-11T04:24:31.040Z,"43 km ENE of Anamizu, Japan",earthquake,4.36,4.235,0.059,88,reviewed,us,us
2024-02-10T17:44:44.771Z,36.2817,69.9599,142.824,4.9,mb,160,35,3.507,0.71,us,us7000lyc3,2024-02-10T19:07:58.940Z,"33 km SSE of Farkhār, Afghanistan",earthquake,5.09,6.01,0.043,182,reviewed,us,us
2024-02-10T17:35:18.680Z,5.4889,-32.9336,10,4.9,mww,148,37,11.625,0.73,us,us7000lym4,2024-02-13T15:18:03.040Z,"central Mid-Atlantic Ridge",earthquake,10.71,1.844,0.089,12,reviewed,us,us
2024-02-10T17:03:30.845Z,5.7847,125.8006,93.072,4.6,mb,78,102,1.295,0.81,us,us7000lybv,2024-02-10T17:45:45.040Z,"23 km SE of Caburan, Philippines",earthquake,7.5,6.607,0.061,85,reviewed,us,us
2024-02-10T09:21:10.174Z,12.7793,124.9838,33.727,4.6,mb,52,117,11.121,0.74,us,us7000ly9l,2024-02-10T10:11:51.321Z,"14 km NNW of Cabodiongan, Philippines",earthquake,8.51,5.58,0.088,41,reviewed,us,us
2024-02-10T09:13:23.681Z,-13.0886,166.9349,212.65,4.7,mb,61,53,7.842,0.57,us,us7000ly95,2024-02-10T09:30:48.040Z,"109 km NW of Sola, Vanuatu",earthquake,4.99,7.631,0.071,62,reviewed,us,us
2024-02-10T08:25:01.490Z,50.8881,84.3776,44.502,4.8,mb,62,46,3.077,0.61,us,us7000ly8n,2024-02-10T09:24:23.917Z,"27 km W of Ust’-Kan, Russia",earthquake,7.64,7.513,0.056,99,reviewed,us,us
2024-02-10T08:07:02.357Z,19.038,121.0148,36.663,4.6,mb,30,126,4.257,0.75,us,us7000ly8m,2024-02-10T08:30:39.040Z,"48 km N of Claveria, Philippines",earthquake,10.99,8.668,0.142,15,reviewed,us,us
2024-02-10T07:47:33.809Z,36.2857,140.0841,79.019,4.5,mb,36,135,1.534,0.85,us,us7000ly8i,2024-02-10T08:04:42.040Z,"2 km NW of Makabe, Japan",earthquake,8.8,7.319,0.104,27,reviewed,us,us
2024-02-10T05:21:35.429Z,8.6931,125.6903,50.159,5.4,mb,189,72,1.617,0.61,us,us7000ly7s,2024-02-22T13:53:17.305Z,"1 km NNW of Salvacion, Philippines",earthquake,9.08,3.318,0.044,177,reviewed,us,us
2024-02-10T05:18:49.793Z,26.2153,-110.7428,10,4.5,mb,32,90,1.733,1.02,us,us7000ly7p,2024-02-22T13:43:10.040Z,"64 km ENE of Loreto, Mexico",earthquake,8.63,1.923,0.11,24,reviewed,us,us
2024-02-10T05:11:46.524Z,12.4127,142.4808,57.181,4.6,mb,42,101,2.605,0.73,us,us7000ly7k,2024-02-22T13:32:15.040Z,"255 km WSW of Merizo Village, Guam",earthquake,3.91,8.11,0.093,35,reviewed,us,us
2024-02-10T03:22:03.891Z,8.6991,125.5444,10,5.8,mww,80,43,1.619,0.91,us,us7000ly6w,2024-02-12T17:24:27.531Z,"9 km SSW of Tungao, Philippines",earthquake,8.07,1.836,0.098,10,reviewed,us,us
2024-02-10T03:21:27.318Z,-14.202,-73.7273,70.421,4.5,mb,35,132,3.749,1,us,us7000ly6v,2024-02-10T04:45:04.040Z,"17 km E of Huacaña, Peru",earthquake,11.79,4.646,0.065,71,reviewed,us,us
2024-02-09T23:53:24.564Z,-0.0519,135.9603,10,4.7,mb,44,90,4.677,0.53,us,us7000ly5p,2024-02-18T01:20:08.040Z,"121 km N of Insrom, Indonesia",earthquake,5.23,1.857,0.085,42,reviewed,us,us
2024-02-09T22:17:05.599Z,-18.0891,-73.4848,26.418,5,mb,76,125,3,0.61,us,us7000ly4u,2024-02-11T04:52:24.040Z,"181 km SSW of Camaná, Peru",earthquake,8.12,5.207,0.031,327,reviewed,us,us
2024-02-09T21:47:27.320Z,34.0575,-118.9076667,15.28,4.61,mw,139,120,0.0536,0.28,ci,ci40664632,2024-02-23T01:37:09.850Z,"11 km WNW of Malibu, CA",earthquake,0.23,0.28,,6,reviewed,ci,ci
2024-02-09T20:42:01.476Z,19.915,-105.5877,59.819,4.7,mb,133,179,3.999,0.46,us,us7000ly3e,2024-02-12T14:23:09.298Z,"17 km SW of La Cruz de Loreto, Mexico",earthquake,9.91,6.623,0.029,374,reviewed,us,us
2024-02-09T20:06:31.660Z,19.1866666666667,-155.493166666667,36.99,5.68,ml,62,73,0.04276,0.11,hv,hv74103036,2024-02-22T20:16:43.435Z,"2 km SW of Pāhala, Hawaii",earthquake,0.38,0.52,0.272169052830779,29,reviewed,hv,hv
2024-02-09T18:26:50.930Z,55.183,165.3588,10,4.7,mb,75,97,4.502,0.64,us,us7000ly2b,2024-02-10T15:26:50.040Z,"215 km SE of Ust’-Kamchatsk Staryy, Russia",earthquake,10.54,1.886,0.043,171,reviewed,us,us
2024-02-09T16:11:38.280Z,-5.9987,153.8231,10,4.6,mb,27,98,2.441,1.08,us,us7000lz73,2024-02-18T20:34:23.040Z,"187 km W of Panguna, Papua New Guinea",earthquake,10.17,1.849,0.095,33,reviewed,us,us
2024-02-09T13:22:53.822Z,26.1695,-110.5404,10,4.5,mb,90,188,1.904,0.87,us,us7000lxzi,2024-02-14T20:01:18.040Z,"82 km ENE of Loreto, Mexico",earthquake,11.07,1.978,0.043,161,reviewed,us,us
2024-02-09T10:57:48.410Z,-29.9123,-177.2932,10,6.1,mww,61,60,0.848,1.31,us,us7000lxyv,2024-02-13T02:43:00.471Z,"Kermadec Islands, New Zealand",earthquake,11.37,1.874,0.05,39,reviewed,us,us
2024-02-09T09:18:58.487Z,-17.5299,-178.7023,541.463,5.3,mb,55,55,3.102,0.49,us,us7000lxye,2024-02-09T09:32:05.040Z,"218 km ENE of Levuka, Fiji",earthquake,12.33,9.052,0.101,33,reviewed,us,us
2024-02-09T08:42:33.870Z,34.9465,139.1653,167.587,4.5,mb,112,113,1.772,0.91,us,us7000lxy8,2024-02-22T13:23:32.260Z,"7 km ESE of Itō, Japan",earthquake,7.39,6.671,0.058,88,reviewed,us,us
2024-02-09T08:16:53.156Z,-20.9043,-178.9912,601.36,4.5,mb,46,52,3.548,0.63,us,us7000lxy6,2024-02-22T13:12:32.040Z,"Fiji region",earthquake,12.92,9.089,0.089,37,reviewed,us,us
2024-02-09T07:47:58.756Z,1.574,-30.6349,10,4.5,mb,24,91,9.04,0.38,us,us7000lz6l,2024-02-22T13:11:16.040Z,"central Mid-Atlantic Ridge",earthquake,9.28,1.878,0.124,19,reviewed,us,us
2024-02-09T04:33:36.628Z,-16.2756,-172.4175,10,4.9,mb,31,101,2.432,0.75,us,us7000lxxk,2024-02-09T05:01:29.040Z,"151 km ESE of Hihifo, Tonga",earthquake,7.28,1.866,0.129,19,reviewed,us,us
2024-02-09T04:19:38.004Z,7.8579,126.7665,83.392,4.5,mb,30,95,1.414,1.05,us,us7000lz6h,2024-02-16T01:41:02.040Z,"30 km NE of Kinablangan, Philippines",earthquake,12.4,7.796,0.113,23,reviewed,us,us
2024-02-09T02:46:24.444Z,-13.877,170.0932,10,4.5,mb,17,78,8.571,0.93,us,us7000lz6e,2024-02-16T01:29:26.040Z,"274 km E of Sola, Vanuatu",earthquake,12.83,1.913,0.221,7,reviewed,us,us
2024-02-09T00:17:27.466Z,-16.9507,-178.986,537.646,4.5,mb,22,105,1.644,0.31,us,us7000lxwf,2024-02-18T01:13:39.040Z,"185 km ESE of Labasa, Fiji",earthquake,15.29,9.473,0.124,19,reviewed,us,us
2024-02-09T00:09:31.461Z,1.2911,-29.3385,10,4.6,mb,39,132,9.641,0.47,us,us7000lz6c,2024-02-16T05:55:33.040Z,"central Mid-Atlantic Ridge",earthquake,13.7,1.949,0.097,32,reviewed,us,us
2024-02-09T00:06:10.783Z,12.3697,142.5838,58.14,4.5,mb,38,44,2.535,0.5,us,us7000lz6d,2024-02-16T06:07:06.040Z,"247 km WSW of Merizo Village, Guam",earthquake,11.52,7.291,0.113,23,reviewed,us,us
2024-02-08T22:36:00.352Z,26.0596,-110.6938,10,4.7,mb,93,162,1.869,0.59,us,us7000lxvl,2024-02-18T00:04:10.040Z,"65 km E of Loreto, Mexico",earthquake,8.71,1.878,0.034,260,reviewed,us,us
2024-02-08T22:00:25.511Z,-59.5665,-26.3273,52.138,4.6,mb,24,92,7.672,0.47,us,us7000lyyw,2024-02-16T04:30:05.040Z,"South Sandwich Islands region",earthquake,10.29,7.169,0.125,19,reviewed,us,us
2024-02-08T21:53:39.241Z,2.3956,128.3891,49.052,4.6,mb,57,111,1.909,0.62,us,us7000lxvk,2024-02-18T00:42:41.040Z,"85 km NNE of Tobelo, Indonesia",earthquake,9.18,7.639,0.082,44,reviewed,us,us
2024-02-08T21:29:14.887Z,1.6386,-30.5947,10,5,mb,54,47,9.115,0.56,us,us7000lxv1,2024-02-18T00:51:30.040Z,"central Mid-Atlantic Ridge",earthquake,7.52,1.849,0.052,117,reviewed,us,us
2024-02-08T21:10:41.464Z,-5.9919,153.6569,10,4.6,mb,48,69,2.326,0.68,us,us7000lxv7,2024-02-18T00:34:57.040Z,"205 km W of Panguna, Papua New Guinea",earthquake,8.51,1.884,0.098,31,reviewed,us,us
2024-02-08T20:01:44.249Z,26.1669,-110.7915,10,4.7,mb,90,162,1.732,0.72,us,us7000lxuk,2024-02-16T19:28:27.040Z,"58 km ENE of Loreto, Mexico",earthquake,8.62,1.898,0.046,142,reviewed,us,us
2024-02-08T17:43:14.073Z,1.6521,-30.5847,10,4.5,mb,30,53,9.132,0.4,us,us7000lyyh,2024-02-15T17:09:18.040Z,"central Mid-Atlantic Ridge",earthquake,9.47,1.83,0.108,25,reviewed,us,us
2024-02-08T17:20:37.072Z,1.5065,-30.5793,10,4.6,mb,49,55,9.018,0.62,us,us7000lyyf,2024-02-15T15:19:03.040Z,"central Mid-Atlantic Ridge",earthquake,10.47,1.866,0.083,43,reviewed,us,us
2024-02-08T17:17:37.824Z,1.5772,-30.5432,10,4.7,mb,72,37,9.096,0.51,us,us7000lyyg,2024-02-15T15:52:46.040Z,"central Mid-Atlantic Ridge",earthquake,9.99,1.834,0.07,62,reviewed,us,us
2024-02-08T16:00:29.479Z,-6.0068,151.5221,10,4.6,mb,31,85,1.914,0.84,us,us7000lyyc,2024-02-18T20:46:43.040Z,"161 km ESE of Kimbe, Papua New Guinea",earthquake,9.45,1.881,0.088,39,reviewed,us,us
2024-02-08T15:11:34.340Z,-5.2269,129.5796,219.697,4.8,mb,41,64,0.771,1.19,us,us7000lxr6,2024-02-08T15:28:31.040Z,"221 km SSE of Amahai, Indonesia",earthquake,9.2,3.011,0.082,46,reviewed,us,us
2024-02-08T14:29:13.499Z,37.8988,71.7156,52.619,4.5,mb,25,83,1.578,1.2,us,us7000lxr0,2024-02-08T14:58:09.040Z,"47 km NNE of Khorugh, Tajikistan",earthquake,7.14,6.327,0.104,27,reviewed,us,us
2024-02-08T14:28:32.733Z,-9.1131,-109.7751,10,4.5,mb,25,122,25.022,0.53,us,us7000lyyb,2024-02-18T20:57:04.040Z,"central East Pacific Rise",earthquake,9.55,1.867,0.127,25,reviewed,us,us
2024-02-08T14:00:35.971Z,-5.8716,153.4417,27.468,4.5,mb,15,177,2.099,1.05,us,us7000lyy8,2024-02-18T21:05:12.040Z,"213 km SE of Kokopo, Papua New Guinea",earthquake,15.97,7.078,0.22,8,reviewed,us,us
2024-02-08T13:49:38.098Z,-38.4868,145.9501,10,4.5,mb,16,128,0.983,0.8,us,us7000lxqx,2024-02-13T01:36:48.859Z,"1 km SSE of Leongatha, Australia",earthquake,6.67,1.946,0.192,8,reviewed,us,us
2024-02-08T09:22:05.487Z,26.153,-110.7022,10,4.6,mb,70,169,1.801,1.07,us,us7000lxq4,2024-02-08T10:09:50.040Z,"66 km ENE of Loreto, Mexico",earthquake,7.6,1.926,0.044,153,reviewed,us,us
2024-02-08T08:27:56.942Z,-9.1003,-109.6384,10,4.7,mb,19,176,17.933,0.35,us,us7000lyxz,2024-02-22T12:53:20.040Z,"central East Pacific Rise",earthquake,13.05,1.788,0.13,18,reviewed,us,us
2024-02-08T07:53:35.554Z,-34.7612,-108.4442,10,4.9,mb,109,98,7.624,0.35,us,us7000lxqr,2024-02-22T09:34:12.040Z,"southern East Pacific Rise",earthquake,12.69,1.915,0.056,100,reviewed,us,us
2024-02-08T02:20:26.674Z,35.3781,22.7791,45.637,4.5,mb,82,61,1.728,1.04,us,us7000lxnv,2024-02-08T18:56:13.040Z,"80 km W of Kíssamos, Greece",earthquake,5.07,7.72,0.063,74,reviewed,us,us
2024-02-08T02:09:28.592Z,-19.2397,169.4031,260.447,4.6,mb,43,81,3.822,0.65,us,us7000lyxw,2024-02-17T05:17:27.040Z,"35 km NNE of Isangel, Vanuatu",earthquake,11.31,7.523,0.1,30,reviewed,us,us
2024-02-08T00:21:16.950Z,-58.6633,-25.1239,23.931,4.7,mb,52,82,15.894,0.82,us,us7000lyxp,2024-02-15T04:18:33.040Z,"South Sandwich Islands region",earthquake,11.97,4.406,0.09,38,reviewed,us,us
2024-02-07T20:09:44.771Z,9.6258,126.3495,64.382,4.7,mb,92,89,2.652,0.68,us,us7000lxlw,2024-02-13T21:16:51.040Z,"29 km ESE of Union, Philippines",earthquake,7.1,5.661,0.063,77,reviewed,us,us
2024-02-07T19:49:38.050Z,6.5541,125.8869,76.5,4.6,mb,75,93,0.596,0.6,us,us7000lxls,2024-02-13T21:08:10.040Z,"23 km W of Magdug, Philippines",earthquake,9.38,5.563,0.058,89,reviewed,us,us
2024-02-07T19:33:36.620Z,-3.3229,130.8029,10,5.2,mww,111,35,1.491,0.6,us,us7000lxlh,2024-02-13T18:20:37.040Z,"171 km WSW of Fakfak, Indonesia",earthquake,3.2,1.718,0.073,18,reviewed,us,us
